Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
IN THE LOOP,82,94,,Comedy,English,Armando Iannucci,"Kevin Loader, Adam Tandy","Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche","Jul 24, 2009  Limited","Jan 12, 2010",$2.4M,1h 46m,IFC Films,,,
RUN LOLA RUN,90,93,R,"Mystery & Thriller, Action",German,Tom Tykwer,"Stefan Arndt, Gebhard Henke, Andreas Schreitmüller",Tom Tykwer,"Jun 18, 1999  Wide","Oct 30, 2001",$7.3M,1h 21m,"Columbia Tristar, Sony Pictures Classics","Surround, Dolby Digital",,
RUSHMORE,91,90,R (Language|Brief Nudity),Comedy,English,Wes Anderson,"Barry Mendel, Paul Schiff","Owen Wilson, Wes Anderson","Feb 5, 1999  Wide","Jan 18, 2000",$17.1M,1h 33m,Touchstone Pictures,"Dolby SR, DTS, Dolby Stereo, SDDS, DTS-ES, Dolby A, Surround, Dolby Digital",Scope (2.35:1),
DIRTY ROTTEN SCOUNDRELS,84,89,PG,Comedy,English,Frank Oz,Bernard Williams,"Dale Launer, Stanley Shapiro, Paul Henning",,"Dec 4, 2001",$40.9M,1h 50m,,Surround,,
ANATOMY OF A MURDER,90,100,,"Crime, Drama, Mystery & Thriller",English,Otto Preminger,Otto Preminger,"John D. Voelker, Wendell Mayes","Jul 1, 1959  Original","Jul 11, 2000",,2h 40m,Columbia Pictures,Mono,Flat (1.85:1),
HAROLD AND MAUDE,93,86,PG,Comedy,English,Hal Ashby,"Colin Higgins, Mildred Lewis, Charles Mulvehill",Colin Higgins,"Jan 1, 1971  Wide","Jun 27, 2000",,1h 31m,Paramount Pictures,Mono,Flat (1.37:1),
MEET THE PARENTS,79,84,PG-13 (Language|Drug References|Sexual Content),Comedy,English,Jay Roach,"Robert De Niro, Jay Roach, Jane Rosenthal, Nancy Tenenbaum","John Hamburg, Jim Herzfeld, Greg Glienna, Mary Ruth Clarke","Oct 6, 2000  Wide","Nov 25, 2003",$166.2M,1h 48m,"DreamWorks SKG, Universal Pictures","SDDS, Dolby Digital, DTS, Surround, Dolby SR",Flat (1.85:1),
ESCAPE FROM NEW YORK,77,86,R,"Action, Sci-Fi",English,John Carpenter,"Larry J. Franco, Debra Hill",,"Jul 10, 1981  Wide","Feb 2, 2004",,1h 40m,"Metro-Goldwyn-Mayer, MGM/UA Home Entertainment Inc., Embassy Pictures, AVCO Embassy Pictures",Surround,,
HIGH FIDELITY,90,91,R (Some Sexuality|Language),"Romance, Comedy",English,Stephen Frears,"Tim Bevan, Rudd Simmons","Nick Hornby, D.V. DeVincentis, Steve Pink, John Cusack, Scott Rosenberg","Mar 31, 2000  Wide","Apr 8, 2003",$27.3M,1h 53m,Touchstone Pictures,"Dolby Stereo, DTS, SDDS, Surround, Dolby Digital, Dolby SR",Flat (1.85:1),
ALPHA,71,80,PG-13 (Some Intense Peril),"Adventure, Drama",English,Albert Hughes,"Andrew Rona, Albert Hughes",Dan Wiedenhaupt,"Aug 17, 2018  Wide","Mar 17, 2018",$35.9M,1h 37m,"Sony Pictures Entertainment, Columbia Pictures",Dolby Atmos,Scope (2.35:1),
BIG NIGHT,84,97,R,Drama,English,"Campbell Scott, Stanley Tucci",Jonathan Filley,"Joseph Tropiano, Stanley Tucci","Jan 24, 1996  Original","Apr 7, 1998",$12.0M,1h 47m,Samuel Goldwyn Company,,,
THE SECRET WORLD OF ARRIETTY,85,94,G,"Kids & Family, Fantasy, Adventure, Anime",Japanese,"Hiromasa Yonebayashi, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Keiko Niwa, Karey Kirkpatrick","Feb 17, 2012  Wide","May 22, 2012",,1h 35m,Walt Disney,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
VENUS,74,88,R (Language|Brief Nudity|Some Sexual Content),"Drama, Romance",English,Roger Michell,Kevin Loader,Hanif Kureishi,"Dec 21, 2006  Limited","May 22, 2007",$3.3M,1h 35m,Miramax Films,,,
INVICTUS,75,76,PG-13 (Brief Strong Language),"Drama, Biography",English,Clint Eastwood,"Clint Eastwood, Lori McCreary, Robert Lorenz, Mace Neufeld",Anthony Peckham,"Dec 11, 2009  Limited","May 18, 2010",$37.5M,2h 14m,Warner Bros.,"SDDS, Dolby Digital, DTS",,
THE WARRIORS,88,88,R,Action,English,Walter Hill,Lawrence Gordon,"Walter Hill, David Shaber, Sol Yurick","Feb 9, 1979  Wide","Oct 4, 2005",,1h 30m,Paramount Pictures,,Flat (1.85:1),
MILLER'S CROSSING,90,93,R,"Crime, Drama",English,"Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Sep 21, 1990  Original","Feb 6, 2007",$4.7M,1h 54m,"Fox, 20th Century Fox","Surround, Dolby SR",,
MOTHER,88,96,R (Language|Drug Use|Some Sexual Content|Violence),"Crime, Drama, Mystery & Thriller",Korean,Bong Joon Ho,Choi Jae-won,"Bong Joon Ho, Park Eungyo, Park Wongyu","Mar 12, 2010  Limited","May 4, 2010",$547.3K,2h 8m,Magnolia Pictures,,,
THE MALTESE FALCON,91,99,,"Crime, Drama",English,John Huston,,"Dashiell Hammett, John Huston","Oct 18, 1941  Wide","Sep 1, 2009",,1h 40m,Warner Bros. Pictures,Mono,,
FLUX GOURMET,54,85,,Horror,English,Peter Strickland,"Serena Armitage, Pietro Greppi",Peter Strickland,"Jun 24, 2022  Limited","Jun 24, 2022",$19.1K,1h 51m,IFC Midnight,,,
BACKCOUNTRY,53,92,R (Language|Gruesome Creature Violence),"Drama, Mystery & Thriller, Adventure",English,Adam MacDonald,Thomas Michael,Adam MacDonald,,"Sep 1, 2015",,1h 32m,,,,
MAN FROM RENO,81,95,,"Crime, Drama, Mystery & Thriller",English,Dave Boyle,"Ben Lyon, Ko Mori, Taro Goto, Shôhei Sano, Alex Verba","Dave Boyle, Joel Clark, Michael Lerman",,"Nov 10, 2016",$92.9K,1h 51m,,,,
"MCFARLAND, USA",88,80,PG (Some Violence|Language|Thematic Material),"Drama, Biography",English,Niki Caro,"Gordon Gray, Mark Ciardi","Christopher Cleveland, Bettina Gilois, Grant Thompson","Feb 20, 2015  Wide","Jun 2, 2015",$44.5M,2h 9m,Walt Disney,Dolby Digital,,
SERENITY,91,82,PG-13 (Sequences of Intense Violence|Action|Some Sexual References),"Sci-Fi, Action, Adventure",English,Joss Whedon,Barry Mendel,Joss Whedon,"Sep 30, 2005  Wide","Dec 20, 2005",$25.3M,1h 59m,Universal Pictures,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
SUPER 8,75,81,PG-13 (Intense Seq. of Sci-Fi Violenc|Intense Seq. of Sci-Fi Action|Language|Some Drug Use),"Sci-Fi, Mystery & Thriller",English,J.J. Abrams,"Steven Spielberg, J.J. Abrams, Bryan Burk",J.J. Abrams,"Jun 10, 2011  Wide","Nov 22, 2011",$127.0M,1h 52m,Paramount Pictures,,,
1945,81,97,,Drama,Hungarian,Ferenc Török,"Iván Angelusz, Péter Reich, Ferenc Török","Gábor T. Szántó, Ferenc Török","Nov 1, 2017  Limited","Nov 7, 2018",$1.0M,1h 31m,Menemsha Films,,,
DOG DAY AFTERNOON,90,96,R,"Crime, Drama, Lgbtq+",English,Sidney Lumet,"Martin Bregman, Martin Elfand",Frank Pierson,"Sep 21, 1975  Wide","Dec 16, 1997",,2h 10m,Warner Bros. Pictures,Mono,35mm,
THE BIRDS,83,94,PG-13,Mystery & Thriller,English,Alfred Hitchcock,Alfred Hitchcock,"Evan Hunter, Daphne Du Maurier","Mar 28, 1963  Wide","Sep 2, 2003",,1h 59m,Universal Pictures,Mono,Flat (1.85:1),
YOUNG FRANKENSTEIN,92,94,PG,Comedy,English,Mel Brooks,Michael Gruskoff,"Gene Wilder, Mel Brooks","Dec 15, 1974  Original","Aug 14, 2001",,1h 45m,"Key Video, 20th Century Fox, CBS/Fox",Stereo,"Flat (1.37:1), 35mm, Flat (1.85:1)",
ARCTIC,78,90,PG-13 (Some Bloody Images|Language),"Adventure, Drama",English,Joe Penna,"Tim Zajaros, Christopher Lemole, Noah C. Haeussner","Joe Penna, Ryan Morrison","Feb 1, 2019  Limited","Apr 30, 2019",$2.4M,1h 37m,Bleecker Street Media,,Scope (2.35:1),
FREAKY FRIDAY,57,88,PG (Some Language|Mild Thematic Elements),"Kids & Family, Comedy",English,Mark Waters,Andrew Gunn,"Heather Hach, Leslie Dixon, Mary Rodgers","Aug 6, 2003  Wide","Dec 21, 2004",$110.2M,1h 36m,Buena Vista Pictures,Surround,,
HERO,87,94,PG-13,"Action, History, Drama",Chinese,Yimou Zhang,"Yimou Zhang, William Kong","Yimou Zhang, Li Feng, Wang Bin","Aug 27, 2004  Wide","Dec 5, 2006",$53.6M,1h 33m,Miramax Films,"Surround, Dolby SRD",Scope (2.35:1),
MISSING LINK,67,88,PG (Some Mild Rude Humor|Action/Peril),"Kids & Family, Comedy, Adventure, Animation",English,Chris Butler,"Arianne Sutner, Travis Knight",Chris Butler,"Apr 12, 2019  Wide","Jul 9, 2019",$16.6M,1h 34m,Annapurna Pictures,"Dolby Digital, Dolby Atmos",Scope (2.35:1),
EASY RIDER,82,84,R,Drama,English,Dennis Hopper,"Peter Fonda, Bob Rafelson","Peter Fonda, Dennis Hopper, Terry Southern","Jul 14, 1969  Original","Mar 16, 2004",,1h 34m,"Columbia Pictures, RCA/Columbia",Mono,"35mm, 16mm, Flat (1.85:1)",
FAIR GAME,65,79,PG-13 (Some Language),"Mystery & Thriller, Drama",English,Doug Liman,"Bill Pohlad, Janet Zucker, Jerry Zucker, Akiva Goldsman, Doug Liman, Jez Butterworth","Jez Butterworth, John-Henry Butterworth","Nov 19, 2010  Wide","Mar 29, 2011",$9.5M,1h 47m,Summit Entertainment,"SDDS, DTS, Dolby Digital",Scope (2.35:1),
TRON,69,72,PG,"Kids & Family, Sci-Fi, Action",English,Steven Lisberger,Donald Kushner,"Bonnie MacBird, Steven Lisberger","Jul 9, 1982  Wide","Apr 5, 2011",,1h 36m,Buena Vista Pictures,"Surround, Magnetic Stereo 6 Track, Dolby Stereo",,
ELLE,73,91,R (Disturbing Sexual Content|Brief Graphic Nudity|Violence|Language|Sexual Assault|Some Grisly Images),"Mystery & Thriller, Drama",French (France),Paul Verhoeven,"Saïd Ben Saïd, Michel Merkt","David Birke, Philippe Djian, David Birke, Harold Manning","Nov 11, 2016  Limited","Feb 21, 2017",$2.3M,2h 11m,Sony Pictures Classics,"Dolby, Dolby Digital",,
FLUSHED AWAY,65,73,PG (Some Language|Crude Humor),"Kids & Family, Comedy, Adventure, Animation",English,"David Bowers, Sam Fell","Cecil Kramer, David Sproxton, Peter Lord","Dick Clement, Ian La Frenais, Christopher Lloyd, Joe Keenan, Will Davies","Nov 3, 2006  Wide","Feb 20, 2007",$64.5M,1h 25m,DreamWorks SKG,"SDDS, Dolby Digital, DTS, Dolby SRD",Flat (1.85:1),
MATCH POINT,81,77,R (Some Sexuality),Drama,English,Woody Allen,Letty Aronson,Woody Allen,"Dec 28, 2005  Original","May 5, 2009",$23.1M,2h 4m,DreamWorks SKG,Dolby SRD,Flat (1.85:1),
PLEASANTVILLE,79,86,PG-13,Comedy,English,Gary Ross,"Gary Ross, Steven Soderbergh, Jon Kilik, Robert Degus",Gary Ross,"Sep 17, 1998  Original","Mar 23, 1999",$40.6M,2h 3m,New Line Cinema,"Surround, Dolby Digital, DTS, SDDS",Flat (1.85:1),
THE DISCREET CHARM OF THE BOURGEOISIE,89,98,PG,Comedy,French (Canada),Luis Buñuel,Serge Silberman,"Luis Buñuel, Jean-Claude Carrière","Sep 15, 1972  Original","Oct 28, 2008",$74.9K,1h 40m,"Applause Video, Media Home Entertainment, Rialto Pictures, 20th Century Fox, Criterion Collection",Mono,,
CAPOTE,82,89,R (Violent Images|Brief Strong Language),"Biography, History, Drama, Crime",English,Bennett Miller,"Caroline Baron, William Vince, Michael Ohoven",Dan Futterman,"Sep 30, 2005  Original","Mar 14, 2006",$28.7M,1h 55m,Sony Pictures Classics,,,
GOD'S OWN COUNTRY,87,98,,"Drama, Romance, Lgbtq+",English (United Kingdom),Francis Lee,"Manon Ardisson, Jack Tarling",Francis Lee,"Oct 25, 2017  Limited","May 8, 2018",$281.5K,1h 44m,"Orion Pictures, Samuel Goldwyn Films",,Flat (1.85:1),
THE AGE OF SHADOWS,82,100,,"Action, Mystery & Thriller",Korean,Kim Jee-woon,Choi Jeong-hwa,Kim Jee-woon,"Sep 23, 2016  Limited","May 2, 2017",,2h 20m,CJ Entertainment,,,
BUFFALO 66,88,76,R,Drama,English,Vincent Gallo,Chris Hanley,"Vincent Gallo, Alison Bagnall","Jan 21, 1998  Original","Jun 17, 2003",$2.4M,1h 52m,,"Surround, Dolby","35mm, Flat (1.85:1)",
ABOMINABLE,95,82,PG (Some Action|Mild Rude Humor),"Kids & Family, Comedy, Adventure, Animation",English,Jill Culton,"Suzanne Buirgy, Peilin Chou",Jill Culton,"Sep 27, 2019  Wide","Sep 27, 2019",$60.9M,1h 37m,Universal Pictures,"DTS, Dolby Atmos",Flat (1.85:1),
THUNDERBALL,73,85,PG,Action,English,Terence Young,Kevin McClory,"Ian Fleming, Kevin McClory, Jack Whittingham, Ian Fleming, Richard Maibaum, John Hopkins","Dec 29, 1965  Wide","Feb 6, 2007",,2h 10m,United Artists,Mono,Scope (2.35:1),James Bond 007
CRONOS,69,89,R,Horror,English,Guillermo del Toro,"Arthur Gorson, Bertha Navarro",Guillermo del Toro,"Sep 12, 1993  Original","Mar 11, 2008",,1h 32m,October Films,Stereo,,
DIRTY HARRY,90,89,R,"Action, Mystery & Thriller, Crime, Drama",English,Don Siegel,Don Siegel,"Harry Julian Fink, Harry Julian Fink, Rita M. Fink, Rita M. Fink, Dean Riesner","Jan 1, 1971  Wide","Jun 3, 2008",,1h 43m,Warner Bros. Pictures,Mono,Scope (2.35:1),
EVER AFTER: A CINDERELLA STORY,84,91,PG-13,Romance,English,Andy Tennant,"Mireille Soria, Tracey Trench","Andy Tennant, Susannah Grant, Rick Parks","Jul 29, 1998  Original","Jan 14, 2003",$65.7M,2h 2m,"20th Century Fox, 20th Century Fox Home Entertainment, Buena Vista Pictures","Dolby Digital, Surround","35mm, Scope (2.35:1)",
FINDING DORY,84,94,PG (Mild Thematic Elements),"Kids & Family, Comedy, Adventure, Animation",English,Andrew Stanton,Lindsey Collins,"Andrew Stanton, Victoria Strouse","Jun 17, 2016  Wide","Nov 15, 2016",$486.2M,1h 43m,Walt Disney,"Datasat, Dolby Atmos, SDDS, DTS, Dolby Digital",Flat (1.85:1),Pixar
ON BODY AND SOUL,85,90,,Drama,Hungarian,Ildikó Enyedi,"Ernö Mesterházy, András Muhi, Mónika Mécs",Ildikó Enyedi,,"Feb 2, 2018",,1h 56m,,,,
HARD EIGHT,83,82,R,Drama,English,Paul Thomas Anderson,"John S. Lyons, Robert Jones",Paul Thomas Anderson,"Jan 20, 1996  Original","Oct 5, 1999",$215.6K,1h 36m,Columbia Tristar,,,
THE THIRD MAN,93,99,,Mystery & Thriller,English,Carol Reed,"Alexander Korda, Carol Reed, David O. Selznick","Graham Greene, Alexander Korda, Graham Greene","Feb 1, 1949  Wide","Oct 28, 2008",$447.0K,1h 44m,"Continental Home Vídeo [br], Selznick International Pictures, Warner Home Vídeo, British Lion Films Ltd., Vintage Video, Spiegel Media GmbH",Mono,Flat (1.37:1),
BOLT,74,89,PG (Peril|Mild Action),"Kids & Family, Comedy, Adventure, Animation",English,"Chris Williams, Byron Howard",Clark Spencer,"Dan Fogelman, Chris Williams","Nov 21, 2008  Wide","Mar 22, 2009",$114.1M,1h 36m,Walt Disney,SDDS,Flat (1.85:1),
THE IMMIGRANT,60,85,R (Sexual Content|Nudity|Some Language),"History, Drama",English,James Gray,"Greg Shapiro, Christopher Woodrow, Anthony Katagas, James Gray","James Gray, Ric Menello","May 16, 2014  Limited","Dec 16, 2014",$2.0M,1h 57m,Weinstein Co.,,,
THE WAY BACK,72,74,PG-13 (Brief Strong Language|A Nude Image|Depiction of Physical Hardship|Violent Content),Drama,English,Peter Weir,"Peter Weir, Joni Levin, Duncan Henderson, Nigel Sinclair","Peter Weir, Keith Clarke","Jan 21, 2011  Limited","Apr 19, 2011",$2.7M,2h 13m,Newmarket Film Group,Dolby Digital,,
"HELLO, MY NAME IS DORIS",76,85,R (Language),"Comedy, Drama",English,Michael Showalter,"Daniela Taplin Lundberg, Riva Marker, Daniel Crown, Jordana Mollick, Kevin Mann, Michael Showalter, Laura Terruso","Michael Showalter, Laura Terruso","Mar 25, 2016  Wide","Jun 14, 2016",$14.4M,1h 30m,Roadside Attractions,,,
OVER THE HEDGE,71,75,PG (Some Rude Humor|Mild Comic Action),"Kids & Family, Comedy, Adventure, Animation",English,"Tim Johnson, Karey Kirkpatrick","Bonnie Arnold, Christian Kubsch","Len Blum, Lorne Cameron, David Hoselton, Karey Kirkpatrick","May 19, 2006  Wide","Oct 17, 2006",$155.0M,1h 23m,DreamWorks SKG,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
TAKE SHELTER,81,92,R (Some Language),"Drama, Mystery & Thriller",English,Jeff Nichols,"Tyler Davidson, Sophia Lin",Jeff Nichols,"Sep 30, 2011  Limited","Feb 5, 2012",$1.7M,2h 4m,Sony Pictures Classics,,,
THE COLOR OF MONEY,73,88,R,Drama,English,Martin Scorsese,"Irving Axelrod, Barbara De Fina","Walter Tevis, Richard Price","Oct 17, 1986  Original","Jun 5, 2005",$52.3M,1h 59m,Touchstone Pictures,Surround,,
THE BEGUILED,48,78,R (Some Sexuality),"History, Drama",English,Sofia Coppola,"Roman Coppola, Sofia Coppola, Youree Henley",Sofia Coppola,"Jun 30, 2017  Wide","Oct 10, 2017",$10.5M,1h 34m,Focus Features,Dolby Digital,,
THE BOURNE SUPREMACY,90,82,PG-13 (Intense Action Scenes|Brief Language|Violence),"Action, Mystery & Thriller",English,Paul Greengrass,"Patrick Crowley, Frank Marshall, Paul L. Sandberg","Tony Gilroy, Robert Ludlum","Jul 23, 2004  Wide","Dec 7, 2004",$176.0M,1h 48m,Universal Pictures,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),The Bourne Collection
THE MUSTANG,75,95,R (Language|Drug Content|Some Violence),Drama,English,Laure de Clermont-Tonnerre,Alain Goldman,"Laure de Clermont-Tonnerre, Mona Fastvold, Brock Norman Brock","Mar 15, 2019  Limited","Jun 4, 2019",$5.0M,1h 36m,Focus Features,,,
DOUBLE INDEMNITY,95,97,,"Crime, Drama",English,Billy Wilder,Joseph Sistrom,"James M. Cain, Billy Wilder, Raymond Chandler","Sep 6, 1944  Wide","Aug 29, 2006",,1h 46m,Paramount Pictures,Mono,,
HAYWIRE,41,80,R (Some Violence),"Action, Mystery & Thriller",English,Steven Soderbergh,Gregory Jacobs,Lem Dobbs,"Jan 20, 2012  Wide","May 1, 2012",$201.7K,1h 32m,Relativity Media,,,
MONSTER'S BALL,67,85,R (Language|Violence|Strong Sexual Content),Drama,English,Marc Forster,Lee Daniels,"Milo Addica, Will Rokos","Dec 26, 2001  Wide","Jun 11, 2002",$31.3M,1h 51m,Lionsgate Films,"Dolby A, Surround, Dolby Digital, Dolby Stereo, Dolby SR, SDDS",Scope (2.35:1),
THE GRADUATE,90,87,PG,"Comedy, Drama",English,Mike Nichols,"Mike Nichols, Lawrence Turman","Charles Webb, Calder Willingham, Buck Henry","Dec 21, 1967  Wide","Dec 7, 1999",$285.8K,1h 45m,,Stereo,Scope (2.35:1),
WIN WIN,85,94,R (Language),"Comedy, Drama",English,Tom McCarthy,"Mary Jane Skalski, Michael London, Lisa Marie Falcone",Tom McCarthy,"Mar 18, 2011  Limited","Aug 23, 2011",$10.2M,1h 46m,Fox Searchlight,,,
FREE SOLO,93,98,PG-13 (Brief Strong Language),Documentary,English,"Elizabeth Chai Vasarhelyi, Jimmy Chin","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill",,"Sep 28, 2018  Limited","Feb 12, 2019",$17.5M,1h 40m,National Geographic Documentary Films,,,
WILD TALES,92,94,R (Language|Brief Sexuality|Violence),"Comedy, Drama",Spanish,Damián David Szifron,"Hugo Sigman, Pedro Almodóvar, Agustín Almodóvar, Esther García, Matías Mosteirín",Damián David Szifron,"Feb 20, 2015  Limited","Jun 16, 2015",$3.1M,2h 2m,Sony Pictures Classics,,,
YOUNG & BEAUTIFUL,61,74,,Drama,French (France),François Ozon,"Éric Altmayer, Nicolas Altmayer","François Ozon, François Ozon","Apr 25, 2014  Limited","Aug 26, 2014",$48.0K,1h 35m,IFC Films,,,
CITY SLICKERS,64,90,PG-13,Comedy,English,Ron Underwood,Irby Smith,"Lowell Ganz, Babaloo Mandel","Jun 7, 1991  Original","May 8, 2001",$119.8M,1h 52m,Columbia Pictures,"Surround, Dolby SR",35mm,
MAD MAX 2: THE ROAD WARRIOR,86,95,R,"Action, Adventure",English,George Miller,Byron Kennedy,"Terry Hayes, George Miller, Brian Hannant",,"Aug 22, 1997",,1h 35m,,Surround,,
PADDLETON,86,89,,"Comedy, Drama",English,Alex Lehmann,"Sean Bradley, Alana Carithers, Jay Duplass, Mark Duplass, Mel Eslyn","Mark Duplass, Alex Lehmann",,"Feb 22, 2019",,1h 29m,,,,
AMISTAD,79,78,R,"History, Drama",English,Steven Spielberg,"Debbie Allen, Steven Spielberg, Colin Wilson",David Franzoni,"Dec 10, 1997  Wide","Jun 7, 2005",,2h 32m,"United International Pictures, DreamWorks SKG","Surround, Dolby Digital, DTS, SDDS",35mm,
AZOR,60,98,,"Drama, Mystery & Thriller",French (France),Andreas Fontana,"David Epiney, Eugenia Mumenthaler",Andreas Fontana,"Sep 10, 2021  Limited","Dec 3, 2021",$53.3K,1h 40m,MUBI,,,
THE DUKE OF BURGUNDY,65,94,,"Drama, Lgbtq+",English,Peter Strickland,Andrew Starke,,"Jan 23, 2015  Limited","Sep 29, 2015",$43.2K,1h 46m,IFC Films,,,
NANNY MCPHEE,64,74,PG (Mild Thematic Elements|Brief Language|Some Rude Humor),"Kids & Family, Comedy",English,Kirk Jones,"Lindsay Doran, Tim Bevan, Eric Fellner",Emma Thompson,"Jan 27, 2006  Wide","May 9, 2006",$47.1M,1h 39m,Universal,"SDDS, DTS, Surround",Scope (2.35:1),
AMERICAN HONEY,63,79,R (Graphic Nudity|Drug/Alcohol Abuse|Language Throughout|Strong Sexual Content),"Comedy, Drama",English,Andrea Arnold,"Lars Knudsen, Jay Van Hoy, Pouya Shahbazian, Alice Weinberg, Thomas Benski, Lucas Ochoa",Andrea Arnold,"Sep 30, 2016  Limited","Dec 27, 2016",$662.8K,2h 42m,A24,,,
RELIC,51,92,R (Some Horror Violence|Language|Disturbing Images),"Horror, Drama",English,Natalie Erika James,Jake Gyllenhaal,"Natalie Erika James, Christian White","Jul 10, 2020  Limited","Jun 26, 2020",$1.0M,1h 29m,IFC Midnight,,Scope (2.35:1),
TAMPOPO,93,100,,Comedy,Japanese,Juzo Itami,"Seigo Hosogoe, Juzo Itami, Yasushi Tamaoki",Juzo Itami,"Sep 1, 1986  Wide","Apr 25, 2017",$224.1K,1h 54m,New Yorker Films,Dolby,Flat (1.85:1),
I LOST MY BODY,83,97,,"Fantasy, Drama, Animation",French (France),Jérémy Clapin,Marc du Pontavice,"Jérémy Clapin, Guillaume Laurant","Nov 15, 2019  Limited","Nov 29, 2019",,1h 21m,Netflix,Dolby Digital,Scope (2.35:1),
THE SAVAGES,75,90,R (Some Sensuality|Language),"Drama, Comedy",English,Tamara Jenkins,"Ted Hope, Anne Carey, Erica Westheimer",Tamara Jenkins,"Nov 28, 2007  Limited","Apr 22, 2008",$6.6M,1h 53m,Fox,"SDDS, DTS",,
UNPREGNANT,15,91,PG-13 (Strong Language|Mature Thematic Content|Some Drug References|Sexual Content),"Comedy, Drama",English,Rachel Lee Goldenberg,"Greg Berlanti, Erik Feig, Sarah Schechter","Rachel Lee Goldenberg, Jenni Hendriks, Jennifer Kaytin Robinson, Ted Caplan, Bill Parker",,"Sep 10, 2020",,1h 43m,,,,
"I, DANIEL BLAKE",85,92,R (Language),Drama,English (United Kingdom),Ken Loach,Rebecca O'Brien,Paul Laverty,"Jun 2, 2017  Limited","Sep 19, 2017",$258.2K,1h 40m,IFC Films,Dolby Digital,,
SLOW WEST,74,92,R (Violence|Brief Language),"Western, Mystery & Thriller",English,John Maclean,"Rachel Gardner, Iain Canning, Emile Sherman, Conor McCaughan",John Maclean,"May 15, 2015  Limited","Jul 7, 2015",$215.6K,1h 31m,A24,,,
SMALLFOOT,62,76,PG (Some Action|Rude Humor|Thematic Elements),"Kids & Family, Comedy, Adventure, Animation",English,Karey Kirkpatrick,"Bonne Radford, Glenn Ficarra, John Requa","Karey Kirkpatrick, Clare Sera","Sep 28, 2018  Wide","Dec 4, 2018",$83.2M,1h 36m,Warner Bros. Pictures,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),
THE CRYING GAME,78,94,R,Mystery & Thriller,English,Neil Jordan,Stephen Woolley,Neil Jordan,"Nov 25, 1992  Wide","Jul 3, 2012",$60.7M,1h 53m,"Miramax Films, Live Video","Surround, Dolby SR",,
FREEWAY,76,76,R,"Mystery & Thriller, Comedy",English,Matthew Bright,"Chris Hanley, Brad Wyman",Matthew Bright,"Aug 23, 1996  Original","Apr 3, 2007",$283.8K,1h 42m,"Roxie Releasing, Republic Pictures",,,
BLACK SEA,59,80,R (Some Graphic Images|Language Throughout|Violence),"Adventure, Mystery & Thriller",English,Kevin Macdonald,"Kevin Macdonald, Charles Steel",Dennis Kelly,"Jan 23, 2015  Limited","May 5, 2015",$1.2M,1h 55m,Focus Features,Dolby Digital,,
I AM LOVE,68,81,R (Sexuality|Nudity),"Drama, Romance",Italian,Luca Guadagnino,"Luca Guadagnino, Tilda Swinton","Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino","Jun 18, 2010  Limited","Oct 12, 2010",$5.0M,1h 59m,Magnolia Pictures,,,
METROPOLIS,92,97,,"Sci-Fi, Drama",German,Fritz Lang,Erich Pommer,"Fritz Lang, Thea von Harbou, Thea von Harbou","Mar 13, 1927  Original","Mar 22, 2007",$1.2M,2h 3m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
THE ICE STORM,82,86,R,Drama,English,Ang Lee,"Ted Hope, Ang Lee, James Schamus","Rick Moody, James Schamus","Sep 27, 1997  Wide","Dec 17, 2002",$7.9M,1h 53m,"Fox, 20th Century Fox","Dolby Digital, Surround","Flat (1.37:1), 35mm",
YOU ONLY LIVE TWICE,68,74,PG,Action,English,Lewis Gilbert,"Albert R. Broccoli, Harry Saltzman","Ian Fleming, Roald Dahl, Harold Jack Bloom","Jun 13, 1967  Wide","Dec 12, 2006",,1h 56m,United Artists,Mono,Scope (2.35:1),James Bond 007
A SECRET LOVE,91,100,,"Documentary, Drama, Lgbtq+",English,Chris Bolan,"Alexa L. Fogel, Brendan Mason, Ryan Murphy","Chris Bolan, Alexa L. Fogel",,"Apr 29, 2020",,1h 23m,,,,
18 1/2,68,77,PG-13 (Language|Suggestive Material|Some Strong Violence),"Mystery & Thriller, Comedy, Drama",English,Dan Mirvish,"Terry Keefe, Dan Mirvish, Daniel Moya","Dan Mirvish, Daniel Moya, Daniel Moya","May 27, 2022  Limited","Jul 5, 2022",,1h 28m,Adventure Entertainment,,Scope (2.35:1),
